EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
16,-122.6048933,33.4438566,SEA,11/15/2023 12:18,8,243,CC2311SR,SallRide,1,0,KW ,KW ,UX,5,OV ,94,155,190,SE,42,29,6,8,UX,5,OV ,94,155,190,SE,42,29,6,8,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
17,-122.60757,33.442835,SEA,11/15/2023 12:19,8,256,CC2311SR,SallRide,1,0,KW ,KW ,UX,5,OV ,94,155,190,SE,42,29,6,8,UX,5,OV ,94,155,190,SE,42,29,6,8, on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
18,-122.6079133,33.44272,EFF,11/15/2023 12:20,8,246,NA,NA,NA,NA,NA,NA,UX,5,OV ,94,155,190,SE,42,29,6,8,0,0,KW ,JE ,CC2311SR,SallRide            , on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
19,-122.6089783,33.442345,EFF,11/15/2023 12:20,8,242,CC2311SR,SallRide,6,0,KW ,KW ,UX,5,OV ,94,155,190,SE,42,29,6,8,6,0,KW ,KW ,CC2311SR,SallRide            , on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher  1 observer on weather watch,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
20,-122.7311033,33.3884116,SEA,11/15/2023 13:08,9,242,CC2311SR,SallRide,6,0,KW ,KW ,UX,5,HRF,94,155,190,SE,42,29,6,8,UX,5,HRF,94,155,190,SE,42,29,6,8, on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
21,-122.9328683,33.2894266,COM,11/15/2023 14:32,6,243,CC2311SR,SallRide,6,0,KW ,KW ,UX,5,HRF,94,155,190,SE,42,29,6,8, on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
22,-122.9331933,33.289275,COM,11/15/2023 14:33,9,238,CC2311SR,SallRide,6,0,KW ,KW ,UX,5,HRF,94,155,190,SE,42,29,6,8, on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher  1 observer on weather watch. ran inside bridge for 1 hour of heavey rain  back out on observation deck,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
23,-122.9336916,33.2890383,SEA,11/15/2023 14:33,9,237,CC2311SR,SallRide,6,0,KW ,KW ,UX,5,HRF,94,155,190,SE,42,29,6,8,UX,5,HRF,94,155,190,SE,42,29,6,8, on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher  1 observer on weather watch. ran inside bridge for 1 hour of heavey rain  back out on observation deck,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
24,-122.93721,33.28736,SEA,11/15/2023 14:34,10,239,CC2311SR,SallRide,6,0,KW ,KW ,P ,5,PC ,94,190,240,SE,42,24,5,8,P ,5,PC ,94,190,240,SE,42,24,5,8, on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has increased to a beaufort 6 blowing 29 and gusting higher  1 observer on weather watch. ran inside bridge for 1 hour of heavey rain  back out on observation deck,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
25,-122.938705,33.2866883,EFF,11/15/2023 14:35,10,244,CC2311SR,SallRide,0,0,KW ,JE ,P ,5,PC ,94,190,240,SE,42,24,5,8,0,0,KW ,JE ,CC2311SR,SallRide            , on 80-80    going to 80 -90 on 80-80   going to 80-90  the weather has gotten better,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
26,-123.1970683,33.1619,COM,11/15/2023 16:18,7,247,CC2311SR,SallRide,0,0,KW ,JE ,P ,5,PC ,94,190,240,SE,42,24,5,8,  going to 80 -90   1 observer on   bouy deployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
27,-123.2224316,33.150655,EFF,11/15/2023 16:31,1,212,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,PC ,94,190,240,SE,42,24,5,8,1,0,KW ,KW ,CC2311SR,SallRide            ,on 80-90  1 observer  1 bouy deployed  END DAY,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
28,-123.22244,33.15063,COM,11/15/2023 16:31,2,209,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,PC ,94,190,240,SE,42,24,5,8,end day,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
29,-123.22245,33.1505933,END,11/15/2023 16:31,2,209,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,PC ,94,190,240,SE,42,24,5,8,,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
3,-124.317265,33.3731583,COM,11/16/2023 6:25,2,149,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  on line 77-100. going to 77-90.,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
4,-124.3167966,33.37263,SEA,11/16/2023 6:26,1,123,,,EF,NA,   ,   ,P ,6,PC ,63,0,0,N ,12,15,5,6,P ,6,PC ,63,0,0,N ,12,15,5,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
5,-124.3166233,33.37245,COM,11/16/2023 6:27,1,157,,,EF,NA,   ,   ,P ,6,PC ,74,98,127,N ,12,15,5,6,BEGIN DAY  on line 77-100. going to 77-90.,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
6,-124.3105716,33.3663266,SEA,11/16/2023 6:41,5,50,,,EF,NA,   ,   ,P ,6,PC ,74,98,127,M ,12,15,5,6,P ,6,PC ,74,98,127,M ,12,15,5,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
7,-124.307585,33.3682583,EFF,11/16/2023 6:43,7,55,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,74,98,127,M ,12,15,5,6,0,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  on line 77-100. going to 77-90.,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
8,-124.260045,33.39491,SEA,11/16/2023 7:00,10,59,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,74,98,127,M ,12,14,4,6,P ,6,PC ,74,98,127,M ,12,14,4,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
9,-124.113305,33.4752183,SIT,11/16/2023 7:52,10,54,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,58,98,127,M ,12,14,4,6,PINN,16,JE ,3,52.95,67,0,79,0,0,0,0,1,1,1,0NA,OTH ,100,NA,0,3,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,unid fur seal,NA
10,-124.1116933,33.4761283,SEA,11/16/2023 7:53,10,54,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,58,98,127,M ,12,14,4,6,P ,6,PC ,58,98,127,M ,12,14,4,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
11,-124.019865,33.531925,EFF,11/16/2023 8:27,10,54,CC2311SR,SallRide,7,0,JE ,JE ,P ,6,PC ,58,109,142,M ,12,14,4,6,7,0,JE ,JE ,CC2311SR,SallRide            ,BEGIN DAY  on line 77-100. going to 77-90.  ran for beaky,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
12,-123.6326833,33.7219066,COM,11/16/2023 10:40,0,302,CC2311SR,SallRide,7,0,JE ,JE ,P ,6,PC ,58,120,158,M ,12,14,4,6,on line 77-100. going to 77-90.  in bridge as of 8:25 am the rain came in hard until station 77-90.  1 bouy deployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
13,-123.6326633,33.7219016,SEA,11/16/2023 10:41,1,344,CC2311SR,SallRide,7,0,JE ,JE ,P ,6,HRF,58,120,158,SL,12,18,5,6,P ,6,HRF,58,120,158,SL,12,18,5,6,BEGIN DAY  on line 77-100. going to 77-90.  in bridge as of 8:25 am the rain came in hard until station 77-90.  1 bouy deployed,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
14,-123.6326766,33.721935,EFF,11/16/2023 10:41,1,307,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,HRF,53,120,158,SL,12,18,5,6,0,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  on line 77-100. going to 77-90.  in bridge as of 8:25 am the rain came in hard until station 77-90.  1 bouy deployed,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
15,-123.59208,33.7201383,COM,11/16/2023 12:14,10,59,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,HRF,49,120,158,SL,12,18,5,6,on station 77-90.  going to 77-80,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
16,-123.5919433,33.720205,EFF,11/16/2023 12:14,10,56,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,HRF,44,120,158,SL,12,18,5,6,0,0,KW ,JE ,CC2311SR,SallRide            ,on station 77-90.  going to 77-80,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
17,-123.589845,33.72129,SEA,11/16/2023 12:15,10,57,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,120,158,SL,12,18,5,6,P ,6,PC ,44,120,158,SL,12,18,5,6,BEGIN DAY  on line 77-100. going to 77-90.  in bridge as of 8:25 am the rain came in hard until station 77-90.  1 bouy deployed,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
18,-123.5590683,33.73768,SEA,11/16/2023 12:26,11,61,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,0, NA,N ,12,18,5,6,P ,6,PC ,44,0,0NA,N ,12,18,5,6,77-90.going to 77-80  ,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
19,-123.4499233,33.800825,SIT,11/16/2023 13:04,11,55,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,0, NA,N ,12,18,5,6,CETA,61,KW ,1,54.6,12,0.2,0,0,0,0,0,1,1,2,0NA,BM  ,100,NA,0,1,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA, ,NA
20,-123.2083383,33.9273716,EFF,11/16/2023 14:27,10,60,NA,NA,NA,NA,NA,NA,P ,6,PC ,44,0, NA,N ,12,18,5,6,6,0,KW ,JE ,CC2311SR,SallRide            ,on station 77-90.  going to 77-80,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
21,-123.1856716,33.9381516,EFF,11/16/2023 14:34,10,61,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,0, NA,N ,12,18,5,6,0,0,KW ,JE ,CC2311SR,SallRide            ,on station 77-90.  going to 77-80,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
22,-122.9747133,34.0401116,COM,11/16/2023 15:45,11,59,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,0, NA,N ,12,18,5,6,on station 77-90.  going to 77-80  1 observer  1 bouy being deployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
23,-122.9423483,34.0551116,SIT,11/16/2023 16:18,0,157,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,PC ,44,0, NA,N ,12,18,5,6,CETA,62,KW ,3,55.1,55,5,0,0,0,0,0,123,111,153,0NA,DD  ,100,NA,0,5,2,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA, ,NA
24,-122.9423483,34.05511,EFF,11/16/2023 16:18,1,157,CC2311SR,SallRide,0,0,KW ,KW ,P ,6,PC ,44,0, NA,N ,12,18,5,6,0,0,KW ,KW ,CC2311SR,SallRide            ,on 77-80  1 observer  1 bouy being deployed  END DAY,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
25,-122.94235,34.0550966,COM,11/16/2023 16:18,0,157,CC2311SR,SallRide,0,0,KW ,KW ,P ,6,PC ,44,0, NA,N ,12,18,5,6,on 77-80  1 observer  1 bouy being deployed  END DAY,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
26,-122.9423566,34.0550833,END,11/16/2023 16:18,0,157,CC2311SR,SallRide,0,0,KW ,KW ,P ,6,PC ,44,0, NA,N ,12,18,5,6,,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
3,-121.1978316,34.88773,COM,11/17/2023 7:38,1,106,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  1 bouy deployed on 77-55,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
4,-121.1978066,34.8877183,EFF,11/17/2023 7:38,1,127,CC2311SR,SallRide,1,0,KW ,JE ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,1,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  1 bouy deployedon 77-55,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
5,-121.1975566,34.88759,COM,11/17/2023 7:39,2,125,CC2311SR,SallRide,1,0,KW ,JE ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  1 bouy deployed on 77-55  going to 77-51.,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
6,-121.1962416,34.8869116,SEA,11/17/2023 7:42,2,106,CC2311SR,SallRide,1,0,KW ,JE ,F ,6,PC ,45,110,145,M ,34,12,3,5,F ,6,PC ,45,110,145,M ,34,12,3,5,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
7,-121.1741733,34.8826933,SEA,11/17/2023 8:25,8,74,CC2311SR,SallRide,1,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,17,4,5,F ,6,PC ,45,110,145,SE,34,17,4,5,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
8,-121.174005,34.8827333,EFF,11/17/2023 8:25,8,71,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,17,4,5,0,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  1 bouy deployed on 77-55  going to 77-51.,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
9,-121.1559683,34.8932816,SIT,11/17/2023 8:32,10,54,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,17,4,5,CETA,63,KW ,1,51.62,10,5,0,0,0,0,0,1,1,1,0NA,BP  ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
10,-121.15504,34.8938966,SEA,11/17/2023 8:33,10,52,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,23,5,5,F ,6,PC ,45,110,145,SE,34,23,5,5,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
11,-121.07201,34.9437216,SIT,11/17/2023 9:04,10,54,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,23,5,5,CETA,64,JE ,1,53.61,94,0.75,0,0,0,0,0,1,1,1,0NA,ULW ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA,probable blue or fin,NA
12,-121.0420266,34.961275,SIT,11/17/2023 9:15,10,57,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,23,5,5,CETA,65,KW ,1,54.75,28,3,0,0,0,0,0,2,2,2,0NA,ULW ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
13,-120.9716383,34.9960716,SEA,11/17/2023 9:39,10,60,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,45,110,145,SE,34,16,4,5,F ,6,PC ,45,110,145,SE,34,16,4,5,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
14,-120.9441483,35.0089883,SIT,11/17/2023 9:49,11,61,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,50,115,148,SE,34,16,4,5,CETA,66,KW ,1,61.44,10,2.4,0,0,0,0,0,1,1,1,0,MN  ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
15,-120.94289,35.009585,EFF,11/17/2023 9:49,10,60,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,55,119,151,SE,34,16,4,5,6,0,KW ,KW ,CC2311SR,SallRide            ,BEGIN DAY  1 bouy deployed on 77-55  going to 77-51.  1 observer  1 bouy deployed,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
16,-120.9420366,35.00999,COM,11/17/2023 9:49,11,60,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,60,124,154,SE,34,16,4,5,BEGIN DAY  1 bouy deployed on 77-55  going to 77-51.  1 observer  1 bouy deployed,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
17,-120.9272366,35.01734,SIT,11/17/2023 9:54,10,56,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,66,128,158,SE,34,16,4,5,CETA,67,KW ,1,57.13,48,1.1,0,0,0,0,0,1,1,1,0NA,MN  ,100,NA,0,34,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
18,-120.9186233,35.021445,COM,11/17/2023 9:59,1,69,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,71,133,161,SE,34,16,4,5,1 bouy deployed on 77-51.  ,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
19,-120.90291,35.0177233,EFF,11/17/2023 11:11,5,128,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,76,137,164,SE,34,16,4,5,0,0,KW ,JE ,CC2311SR,SallRide            ,on 77-51 going to 80-.50.5 sccoos station  ,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
20,-120.902835,35.01767,COM,11/17/2023 11:11,4,124,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,81,142,167,SE,34,16,4,5,on 77-51 going to 80-.50.5 sccoos station  ,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
21,-120.9020133,35.0172183,SEA,11/17/2023 11:12,5,102,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,P ,6,OV ,81,142,167,M ,34,22,5,5,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
22,-120.85002,35.0516866,SIT,11/17/2023 11:32,10,54,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,68,KW ,1,48.28,35,1,0,0,0,0,0,2,2,2,0NA,MN  ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
23,-120.8480016,35.05296,SIT,11/17/2023 11:33,10,53,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,69,KW ,1,52.69,22,2,0,0,0,0,0,3,3,3,0NA,MN  ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
24,-120.83174,35.06188,SIT,11/17/2023 11:39,10,60,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,70,KW ,1,53.28,2,2.3,0,0,0,0,0,2,2,2,0NA,MN  ,100,NA,0,Tail lobbing,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
25,-120.829035,35.0631933,SIT,11/17/2023 11:39,10,58,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,72,KW ,1,59.6,32,2,0,0,0,0,0,4,4,4,0NA,MN  ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA,lots of feeding birds in area,NA
26,-120.8042633,35.075425,SIT,11/17/2023 11:48,10,61,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,73,KW ,1,59.71,21,1,0,0,0,0,0,2,2,3,0NA,MN  ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
27,-120.8011366,35.07686,SIT,11/17/2023 11:49,11,62,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,74,KW ,1,61.71,81,2,0,0,0,0,0,3,3,4,0NA,MN  ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA,lots of birds,NA
28,-120.79804,35.07829,SIT,11/17/2023 11:50,10,61,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,PINN,17,KW ,3,61.6,0,0,0,0,0,0,0,268,250,300,0NA,Zac ,100,NA,0,4,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA,all aroung humps feeding,NA
29,-120.7832416,35.0855933,SIT,11/17/2023 11:55,11,60,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,75,JE ,1,60.75,72,2,0,0,0,0,0,2,2,2,0NA,MN  ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
30,-120.777185,35.0882366,UPD,11/17/2023 11:58,3,84,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,70,KW ,1,53.28,2,2.3,0,0,0,0,0,2,2,2,0NA,MN  ,100,NA,0,Tail lobbing,0,0,JE ,50D  ,308,419,NA,NA,0,0,NA,NA,NA, ,NA
31,-120.7766416,35.0882816,SIT,11/17/2023 11:58,1,75,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,CETA,76,JE ,1,88.59,90,0.5,0,0,0,0,0,1,1,2,0NA,ULW ,100,NA,0,1,0,0,   ,     ,0,0,NA,NA,0,0,NA,NA,NA, ,NA
